CNPJ_COMPANHIA,DATA_REFERENCIA,NOME_COMPANHIA,DATA_FIM_EXERCICIO_SOCIAL,ORGAO_ADMINISTRACAO,QTD_MEMBROS_REMUNERADOS_ACAO,DILUICAO_POTENCIAL,PRECO_MEDIO_PONDERADO_OPCOES_EM_ABERTO,PRECO_MEDIO_PONDERADO_OPCOES_PERDIDAS,PRECO_MEDIO_PONDERADO_OPCOES_EXERCIDAS,QTD_MEMBROS_REMUNERADOS_MIN_MAX_MEDIA,VALOR_MAIOR_REMUNERACAO,VALOR_MENOR_REMUNERACAO,VALOR_MEDIO_REMUNERACAO,OBSERVACAO_x,QTD_MEMBROS_REMUNERADOS_TOTAL,SALARIO,BENEFICIOS_DIRETOS_INDIRETOS,PARTICIPACOES_COMITES,OUTROS_VALORES_FIXOS,DESCRICAO_OUTROS_REMUNERACOES_FIXAS,BONUS,PARTICIPACAO_RESULTADOS,PARTICIPACAO_REUNIOES,OUTROS_VALORES_VARIAVEIS,COMISSOES,DESCRICAO_OUTROS_REMUNERACOES_VARIAVEIS,POS_EMPREGO,CESSACAO_CARGO,BASEADA_ACOES,OBSERVACAO_y,TOTAL_REMUNERACAO_ORGAO,QTD_MEMBROS_REMUNERADOS_VARIAVEL,BONUS_VALOR_MINIMO,BONUS_VALOR_MAXIMO,BONUS_VALOR_METAS_ATINGIDAS,BONUS_VALOR_EFETIVO,PARTICIPACAO_VALOR_MINIMO,PARTICIPACAO_VALOR_MAXIMO,PARTICIPACAO_VALOR_METAS_ATINGIDAS,PARTICIPACAO_VALOR_EFETIVO,SETOR_DE_ATIVDADE,ANO_REFER
03.342.704/0001-30,2025-12-31,PETRORECÔNCAVO S.A.,2024-12-31,Conselho de Administração,0.0,0.0,0.0,0.0,0.0,7.0,717750.0,594000.0,693964.29,"Os valores da maior e da menor remuneração anual individual do Conselho foram apurados considerando as remunerações efetivamente reconhecidas no resultado do exercício e correspondem a 12 meses do exercício, a remuneração média considera o total da remuneração anual percebida pelos membros do Conselho, incluindo o suplente, dividido pelo número de membros remunerados informados.",7.0,4461750.0,0.0,396000.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"O valor referente a encargos sociais não foi informado neste item por conta do entendimento do Colegiado da CVM no processo n°19957.007457/2018-10, incluído no Ofício Circular/ANUAL-2024- CVM/SEP. O valor da Remuneração total do Exercício Social difere da Remuneração do pessoal-chave da Administração informada nas demonstrações financeiras da Companhia tendo em vista que esta inclui suplentes do Conselho de Administração e participação em comitês.",4857750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Petróleo e Gás,2024
03.342.704/0001-30,2025-12-31,PETRORECÔNCAVO S.A.,2025-12-31,Conselho de Administração,0.0,0.0,0.0,0.0,0.0,,,,,,7.0,5155639.77,0.0,455061.48,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"O valor referente a encargos sociais não foi informado neste item por conta do entendimento do Colegiado da CVM no processo n°19957.007457/2018-10, incluído no Ofício Circular/ANUAL-2022-CVM/SEP",5610701.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Petróleo e Gás,2025
03.342.704/0001-30,2025-12-31,PETRORECÔNCAVO S.A.,2022-12-31,Diretoria Estatutária,2.0,94,21.04,0.0,20.87,3.0,7399679.6,4727163.6,6450962.15,Os valores da maior e da menor remuneração anual individual da Diretoria foram apurados considerando as remunerações efetivamente reconhecidas no resultado do exercício e correspondem a 12 meses do exercício. A remuneração média considera o total da remuneração anual percebida pelos membros da Diretoria dividido pelo número de membros remunerados informados.,3.0,4776903.0,0.0,0.0,0.0,,0.0,4226850.0,0.0,0.0,0.0,,218760.0,0.0,10130373.46,"O valor referente a encargos sociais não foi informado neste item por conta do entendimento do Colegiado da CVM no processo n°19957.007457/2018-10, incluído no Ofício Circular/ANUA L-2024-CVM/SEP",19352886.46,3.0,0.0,0.0,0.0,0.0,0.0,8204422.2,5469614.8,4226850.0,Petróleo e Gás,2022
03.342.704/0001-30,2025-12-31,PETRORECÔNCAVO S.A.,2023-12-31,Diretoria Estatutária,2.0,38,21.41,0.0,21.41,5.0,6792363.24,2237959.4,4342180.83,Os valores da maior e da menor remuneração anual individual da Diretoria foram apurados considerando as remunerações efetivamente reconhecidas no resultado do exercício e correspondem a 12 meses do exercício. A remuneração média considera o total da remuneração anual percebida pelos membros da Diretoria dividido pelo número de membros remunerados informados.,5.0,7710370.5,0.0,0.0,0.0,,0.0,5875300.0,0.0,0.0,0.0,,244992.0,0.0,7880241.67,"O valor referente a encargos sociais não foi informado neste item por conta do entendimento do Colegiado da CVM no processo n°19957.007457/2018-10, incluído no Ofício Circular/ANUAL-2024 CVM/SEP",21710904.17,5.0,0.0,0.0,0.0,0.0,0.0,10480081.43,6986720.95,5875300.0,Petróleo e Gás,2023
03.342.704/0001-30,2025-12-31,PETRORECÔNCAVO S.A.,2024-12-31,Diretoria Estatutária,1.0,8,21.41,0.0,21.41,5.0,5916701.58,2460860.32,4169822.75,Os valores da maior e da menor remuneração anual individual da Diretoria foram apurados considerando as remunerações efetivamente reconhecidas no resultado do exercício e correspondem a 12 meses do exercício. A remuneração média considera o total da remuneração anual percebida pelos membros da Diretoria dividido pelo número de membros remunerados informados.,5.0,8315622.68,0.0,0.0,0.0,,0.0,2477720.08,0.0,0.0,0.0,,417539.0,0.0,9638232.0,"O valor referente a encargos sociais não foi informado neste item por conta do entendimento do Colegiado da CVM no processo n°19957.007457/2018- 10, incluído no Ofício Circular/ANUAL-2024 CVM/SEP",20849113.76,5.0,0.0,0.0,0.0,0.0,0.0,10279476.12,6852984.08,2477720.08,Petróleo e Gás,2024
03.342.704/0001-30,2025-12-31,PETRORECÔNCAVO S.A.,2025-12-31,Diretoria Estatutária,0.0,0.0,0.0,0.0,0.0,,,,,,5.0,9946043.51,0.0,0.0,0.0,,0.0,9616659.32,0.0,0.0,0.0,,503782.51,0.0,11966214.59,"O valor referente a encargos sociais não foi informado neste item por conta do entendimento do Colegiado da CVM no processo n°19957.007457/2018-10, incluído no Ofício Circular/ANUAL-2022-CVM/SEP",32032699.93,5.0,0.0,0.0,0.0,0.0,0.0,14424988.99,9616659.32,0.0,Petróleo e Gás,2025
03.378.521/0001-75,2025-12-31,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2022-12-31,Conselho Fiscal,,,,,,3.0,98827.2,98827.2,98827.2,"O número de membros equivale à média anual do número de membros do órgão apurado a cada mês, conforme orientação da CVM. Os valores da maior e da menor remuneração individual foram calculados nos termos do Ofício Circular Anual 2025 SEP/CVM. Para apuração da menor remuneração anual do órgão foram excluídos os membros que exerceram o cargo por menos de 12 meses.",3.0,247068.0,0.0,0.0,0.0,Não aplicável.,0.0,0.0,0.0,0.0,0.0,Não aplicável.,0.0,0.0,0.0,"Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",247068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Energia Elétrica,2022
03.378.521/0001-75,2025-12-31,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2023-12-31,Conselho Fiscal,,,,,,2.9,164712.0,164712.0,164712.0,"O número de membros equivale à média anual do número de membros do órgão apurado a cada mês, conforme orientação da CVM. Os valores da maior e da menor remuneração individual foram calculados nos termos do Ofício Circular Anual 2025 SEP/CVM. Para apuração da menor remuneração anual do órgão foram excluídos os membros que exerceram o cargo por menos de 12 meses.",2.9,240205.0,0.0,0.0,0.0,Não aplicável.,0.0,0.0,0.0,0.0,0.0,Não aplicável.,0.0,0.0,0.0,"Conforme disposto no OFÍCIO CIRCULAR/ANUAL2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",240205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Energia Elétrica,2023
03.378.521/0001-75,2025-12-31,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2024-12-31,Conselho Fiscal,,,,,,3.1,164712.0,164712.0,164712.0,,3.1,241577.6,0.0,0.0,0.0,Não aplicável.,0.0,0.0,0.0,0.0,0.0,Não aplicável.,0.0,0.0,0.0,"Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra B) foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",241577.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Energia Elétrica,2024
03.378.521/0001-75,2025-12-31,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2025-12-31,Conselho Fiscal,,,,,,,,,,,3.0,247068.0,0.0,0.0,0.0,Não aplicável.,0.0,0.0,0.0,0.0,0.0,Não aplicável.,0.0,0.0,0.0,"Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",247068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Energia Elétrica,2025
03.378.521/0001-75,2025-12-31,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2022-12-31,Conselho de Administração,,,,,,8.83,201660.4,198022.04,166700.7,"O número de membros equivale à média anual do número de membros do órgão apurado a cada mês, conforme orientação da CVM. Os valores da maior e da menor remuneração individual foram calculados nos termos do Ofício Circular Anual 2025 SEP/CVM. Para apuração da menor remuneração anual do órgão foram excluídos os membros que exerceram o cargo por menos de 12 meses.",8.83,626463.53,4726.0,841333.33,0.0,Não aplicável.,0.0,0.0,0.0,0.0,0.0,Não aplicável.,0.0,0.0,0.0,"Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",1472522.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Energia Elétrica,2022
03.378.521/0001-75,2025-12-31,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2023-12-31,Conselho de Administração,,,,,,8.5,1216292.0,432000.0,729518.0,"O número de membros equivale à média anual do número de membros do órgão apurado a cada mês, conforme orientação da CVM. Os valores da maior e da menor remuneração individual foram calculados nos termos do Ofício Circular/CVM/SEP/Nº01/2024. Para apuração da menor remuneração anual do órgão foram excluídos os membros que exerceram o cargo por menos de 12 meses.",8.5,4465232.34,8138.27,679333.32,0.0,Não aplicável.,0.0,0.0,0.0,0.0,0.0,Não aplicável.,0.0,0.0,0.0,"Conforme disposto no OFÍCIO CIRCULAR/ANUAL2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",5152703.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Energia Elétrica,2023
03.378.521/0001-75,2025-12-31,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2024-12-31,Conselho de Administração,,,,,,9.2,720000.0,600000.0,634285.71,,9.2,5627157.06,7888.29,688666.67,0.0,Não aplicável.,11250000.0,0.0,0.0,0.0,0.0,Não aplicável.,0.0,0.0,0.0,"Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra B) foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",17573712.02,8.0,1250000.0,2500000.0,1250000.0,1250000.0,0.0,0.0,0.0,0.0,Energia Elétrica,2024
03.378.521/0001-75,2025-12-31,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2025-12-31,Conselho de Administração,,,,,,,,,,,9.0,5627157.06,7888.29,688666.67,0.0,Não aplicável.,11250000.0,0.0,0.0,0.0,0.0,Não aplicável.,0.0,0.0,0.0,"Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",17573712.02,9.0,1250000.0,1250000.0,1250000.0,0.0,0.0,0.0,0.0,0.0,Energia Elétrica,2025
03.378.521/0001-75,2025-12-31,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2022-12-31,Diretoria Estatutária,5.0,45.0,201.0,2008.0,0.0,7.0,374039.87,188540.15,279202.5,"Para apuração da menor remuneração anual do órgão foram excluídos os membros que exerceram o cargo por menos de 12 meses. O membro com a maior remuneração exerceu suas funções por 12 meses. Para o cálculo da remuneração média, são considerados apenas os membros remunerados.",7.0,934818.88,54341.77,0.0,0.0,Não aplicável.,803783.3,0.0,0.0,0.0,0.0,Não aplicável.,44993.55,116479.98,7072673.0,"Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",9027090.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Energia Elétrica,2022
03.378.521/0001-75,2025-12-31,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2023-12-31,Diretoria Estatutária,6.8,67.0,518.0,436.0,0.0,6.8,3279533.64,918167.71,1574274.03,"Para apuração da menor remuneração anual do órgão foram excluídos os membros que exerceram o cargo por menos de 12 meses. O membro com a maior remuneração exerceu suas funções por 12 meses. Para o cálculo da remuneração média, são considerados apenas os membros remunerados.",6.8,2774006.71,106383.78,0.0,0.0,Não aplicável.,1052230.72,0.0,0.0,0.0,0.0,Não aplicável.,116418.78,162129.83,2372809.94,"Conforme disposto no OFÍCIO CIRCULAR/ANUAL2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",6583979.76,6.83,524944.0,4080567.6,524944.0,1052230.72,0.0,0.0,0.0,0.0,Energia Elétrica,2023
03.378.521/0001-75,2025-12-31,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2024-12-31,Diretoria Estatutária,5.6,16.0,778.0,0.0,0.0,5.6,2434293.0,1366810.0,1874076.0,,5.6,1352432.51,72137.43,0.0,0.0,Não aplicável.,1790852.2,0.0,0.0,0.0,0.0,Não aplicável.,53351.09,231794.62,3986444.22,"Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra B) foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",7487012.07,5.58,507719.45,5063025.0,507719.45,1790852.2,0.0,0.0,0.0,0.0,Energia Elétrica,2024
03.378.521/0001-75,2025-12-31,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,2025-12-31,Diretoria Estatutária,5.0,31.0,0.0,0.0,0.0,,,,,,5.0,1217189.26,64923.69,0.0,0.0,Não aplicável.,1611766.98,0.0,0.0,0.0,0.0,Não aplicável.,48015.98,208615.15,3587799.8,"Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2025-CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra ""b"") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.",6738310.86,5.0,644356.68,5956500.0,644356.68,0.0,0.0,0.0,0.0,0.0,Energia Elétrica,2025
03.467.321/0001-99,2025-12-31,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,2022-12-31,Conselho Fiscal,,,,,,3.0,58099.04,58099.04,58099.04,,3.0,174297.12,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"(1) O número de membros de cada órgão (letra ""b"") foi apurado da forma especificada no ofício Circular/Anual-2022- CVM/SEP.",174297.12,,,,,,,,,,Energia Elétrica,2022
03.467.321/0001-99,2025-12-31,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,2023-12-31,Conselho Fiscal,,,,,,3.0,63704.0,63704.0,63704.0,,3.0,191112.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"(1) O número de membros de cada órgão (letra ""b"") foi apurado da forma especificada no ofício Circular: CVM/SEP 01/24.",191112.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Energia Elétrica,2023
03.467.321/0001-99,2025-12-31,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,2024-12-31,Conselho Fiscal,,,,,,3.0,67695.32,67695.32,67695.32,,3.0,203085.96,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"O número de membros de cada órgão (letra ""b"") foi apurado da forma especificada no ofício Circular/Anual-2025-CVM/SEP. A memória de cálculo encontra- se disponível na seção 8.20.",203085.96,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Energia Elétrica,2024
03.467.321/0001-99,2025-12-31,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,2025-12-31,Conselho Fiscal,,,,,,,,,,,3.0,215123.88,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"O número de membros de cada órgão (letra ""b"") foi apurado da forma especificada no ofício Circular/Anual-2025-CVM/SEP. A memória de cálculo encontra- se disponível na seção 8.20.",215123.88,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Energia Elétrica,2025
03.467.321/0001-99,2025-12-31,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,2022-12-31,Conselho de Administração,,,,,,4.33,285120.0,30126.7,101694.58,,4.33,396021.66,0.0,0.0,0.0,,0.0,40095.0,0.0,0.0,0.0,,4559.86,0.0,0.0,"(1) O número de membros de cada órgão (letra ""b"") foi apurado da forma especificada no ofício Circular/Anual- 2022-CVM/SEP.",440676.52,,,,,,,,,,Energia Elétrica,2022
03.467.321/0001-99,2025-12-31,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,2023-12-31,Conselho de Administração,,,,,,4.0,285120.0,36828.0,88364.69,,4.0,395176.32,517.63,0.0,0.0,,0.0,48114.0,0.0,0.0,0.0,,5878.8,0.0,0.0,"(1) O número de membros de cada órgão (letra ""b"") foi apurado da forma especificada no ofício Circular: CVM/SEP 01/24.",449686.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Energia Elétrica,2023
03.467.321/0001-99,2025-12-31,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,2024-12-31,Conselho de Administração,,,,,,3.0,234547.48,38474.0,149419.58,,3.0,424852.16,2049.82,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,25438.4,0.0,0.0,"O número de membros de cada órgão (letra ""b"") foi apurado da forma especificada no ofício Circular/Anual- 2025-CVM/SEP. A memória de cálculo encontra-se disponível na seção 8.20.",452340.38,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Energia Elétrica,2024
03.467.321/0001-99,2025-12-31,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,2025-12-31,Conselho de Administração,,,,,,,,,,,3.0,468166.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,27134.29,0.0,0.0,"O número de membros de cada órgão (letra ""b"") foi apurado da forma especificada no ofício Circular/Anual- 2025-CVM/SEP. A memória de cálculo encontra-se disponível na seção 8.20.",495300.69,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Energia Elétrica,2025
03.467.321/0001-99,2025-12-31,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,2022-12-31,Diretoria Estatutária,,,,,,7.0,1780647.28,610807.73,1518698.08,,7.0,4273046.97,376681.87,0.0,0.0,,0.0,3805966.23,0.0,0.0,0.0,,454283.64,0.0,1720907.82,"(1) O número de membros de cada órgão (letra ""b"") foi apurado da forma especificada no ofício Circular/Anual-2022- CVM/SEP.",10630886.53,,,,,,,,,,Energia Elétrica,2022
03.467.321/0001-99,2025-12-31,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,2023-12-31,Diretoria Estatutária,,,,,,7.0,2437093.97,585869.67,1331559.32,,7.0,4533915.32,375168.3,0.0,0.0,,0.0,3669174.18,0.0,0.0,0.0,,742657.44,0.0,0.0,"(1) O número de membros de cada órgão (letra ""b"") foi apurado da forma especificada no ofício Circular/Anual-2023-CVM/SEP. A memória de cálculo encontra-se disponível na seção 8.20",9320915.24,7.0,0.0,0.0,0.0,0.0,1061482.86,5307414.32,4245931.45,0.0,Energia Elétrica,2023
03.467.321/0001-99,2025-12-31,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,2024-12-31,Diretoria Estatutária,,,,,,7.0,2755968.89,689017.18,1679963.45,,7.0,5202436.07,445210.92,0.0,0.0,,1745812.17,3518272.52,0.0,0.0,0.0,,848012.49,0.0,0.0,"O número de membros de cada órgão (letra ""b"") foi apurado da forma especificada no ofício Circular/Anual-2025-CVM/SEP. A memória de cálculo encontra- se disponível na seção 8.20.",11759744.17,7.0,0.0,0.0,0.0,0.0,1129723.9,5648619.48,4518895.59,3518272.52,Energia Elétrica,2024
03.467.321/0001-99,2025-12-31,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,2025-12-31,Diretoria Estatutária,,,,,,,,,,,7.0,4940808.32,473807.85,0.0,0.0,,0.0,5587457.14,0.0,0.0,0.0,,915853.49,0.0,1732431.3,"O número de membros de cada órgão (letra ""b"") foi apurado da forma especificada no ofício Circular/Anual-2025-CVM/SEP. A memória de cálculo encontra- se disponível na seção 8.20.",13650358.1,7.0,0.0,0.0,0.0,0.0,1117491.43,5587457.14,4469965.71,0.0,Energia Elétrica,2025
03.758.318/0001-24,2025-12-31,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,2022-12-31,Conselho Fiscal,,,,,,4.0,115365.0,115365.0,137986.0,"Nota 1: Valores referentes ao valor da maior e menor remuneração dos membros do Conselho Fiscal e Conselho de Administração foram considerados com base apenas nos honorários pagos ao longo dos exercícios sociais discriminados, sem a inclusão do INSS.Nota 2: Os valores das maiores e menores remunerações da Diretoria incluem pró-labore, bônus e benefícios. Nota 3: O Valor Médio de Remuneração Individual considera o total do item 8.2 dividido pelo número de membros (inclui os 20% de INSS, pagos pela empresa).Nota 4: O valor da menor remuneração anual individual de cada órgão foi apurado com a exclusão de todos os membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses.Nota 5: O valor da maior remuneração anual individual de cada órgão foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado da Companhia. O número de meses em que o respectivo membro exerceu suas funções.",4.0,459953.94,0.0,0.0,91990.79,"Valor na linha ""outros"" correspondente às contribuições para o INSS ônus do empregador e reconhecidas em resultado.",0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,551944.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serviços Transporte e Logística,2022
03.758.318/0001-24,2025-12-31,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,2023-12-31,Conselho Fiscal,,,,,,4.0,109714.0,109714.0,128914.0,"Nota 1: Valores referentes ao valor da maior e menor remuneração dos membros do Conselho Fiscal e Conselho de Administração foram considerados com base apenas nos honorários pagos ao longo dos exercícios sociais discriminados, sem a inclusão do INSS.Nota 2: Os valores das maiores e menores remunerações da Diretoria incluem pró-labore, bônus e benefícios. Nota 3: O Valor Médio de Remuneração Individual considera o total do item 8.2 dividido pelo número de membros (inclui os 20% de INSS, pagos pela empresa).Nota 4: O valor da menor remuneração anual individual de cada órgão foi apurado com a exclusão de todos os membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses.Nota 5: O valor da maior remuneração anual individual de cada órgão foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado da Companhia. O número de meses em que o respectivo membro exerceu suas funções.",4.0,429713.95,0.0,0.0,85942.79,"Valor na linha ""outros"" correspondente às contribuições para o INSS ônus do empregador e reconhecidas em resultado.",0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,-,515656.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serviços Transporte e Logística,2023
03.758.318/0001-24,2025-12-31,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,2024-12-31,Conselho Fiscal,,,,,,4.0,110981.0,110981.0,133178.0,"Nota 1: Valores referentes ao valor da maior e menor remuneração dos membros do Conselho Fiscal e Conselho de Administração foram considerados com base apenas nos honorários pagos ao longo dos exercícios sociais discriminados, sem a inclusão do INSS.Nota 2: Os valores das maiores e menores remunerações da Diretoria incluem pró-labore, bônus e benefícios. Nota 3: O Valor Médio de Remuneração Individual considera o total do item 8.2 dividido pelo número de membros (inclui os 20% de INSS, pagos pela empresa).Nota 4: O valor da menor remuneração anual individual de cada órgão foi apurado com a exclusão de todos os membros do respectivo órgão que tenham exercido o cargo por menos de 12 meses.Nota 5: O valor da maior remuneração anual individual de cada órgão foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado da Companhia. O número de meses em que o respectivo membro exerceu suas funções.",4.0,443925.6,0.0,0.0,88785.12,"Valor na linha ""outros"" correspondente às contribuições para o INSS ônus do empregador e reconhecidas em resultado.",0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,-,532710.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serviços Transporte e Logística,2024
03.758.318/0001-24,2025-12-31,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,2025-12-31,Conselho Fiscal,,,,,,,,,,,4.0,459132.01,0.0,0.0,0.0,"Proposta de valores pendente de aprovação em Assembleia Geral Ordinária e Extraordinária.Valor na linha ""outros"" correspondente às contribuições para o INSS ônus do empregador e reconhecidas em resultado.",0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,-,459132.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serviços Transporte e Logística,2025
