CNPJ_Companhia,Data_Referencia,Versao,ID_Documento,NOME_COMPANHIA,Data_Inicio_Exercicio_Social,Data_Fim_Exercicio_Social,Total_Remuneracao,ORGAO_ADMINISTRACAO,Numero_Membros,TOTAL_REMUNERACAO_ORGAO,NUM_MEMBROS_TOTAL,REM_FIXA_SALARIO,REM_FIXA_BENEFICIOS,REM_FIXA_COMITES,REM_FIXA_OUTROS,Descricao_Outros_Remuneracoes_Fixas,REM_VAR_BONUS,REM_VAR_PLR,REM_VAR_REUNIOES,REM_VAR_OUTROS,REM_VAR_COMISSOES,Descricao_Outros_Remuneracoes_Variaveis,REM_POS_EMPREGO,REM_CESSACAO_CARGO,REM_ACOES_BLOCO3,Observacao,NUM_MEMBROS_INDIVIDUAL,REM_MAXIMA_INDIVIDUAL,REM_MINIMA_INDIVIDUAL,REM_MEDIA_INDIVIDUAL,NUM_MEMBROS_BONUS_PLR,BONUS_MIN,BONUS_MAX,BONUS_ALVO,BONUS_PAGO,PLR_MIN,PLR_MAX,PLR_ALVO,PLR_PAGO,ANO_REFER,UF_SEDE,SETOR_ATIVIDADE,CONTROLE_ACIONARIO
02.357.251/0001-53,2025-12-31,4,151856,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,2022-01-01,2022-12-31,4779493.93,CONSELHO DE ADMINISTRAÇÃO,5.0,217800.0,3.0,0.0,0.0,217800.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3.0,79000.01,78999.99,79000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,RS,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO
02.357.251/0001-53,2025-12-31,4,151856,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,2022-01-01,2022-12-31,4779493.93,DIRETORIA ESTATUTÁRIA,5.0,4561693.93,5.0,3650731.5,212754.56,0.0,698207.87,"O item ""Outros"" é a contribuição ao INSS de responsabilidade da Companhia.",0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,5.0,1198000.0,594000.0,862800.0,4.0,0.0,1385000.0,1385000.0,0.0,0.0,0.0,0.0,0.0,2022,RS,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO
02.357.251/0001-53,2025-12-31,4,151856,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,2023-01-01,2023-12-31,6589380.92,CONSELHO DE ADMINISTRAÇÃO,5.0,261360.0,3.0,0.0,0.0,261360.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3.0,84000.01,83999.99,84000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,RS,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO
02.357.251/0001-53,2025-12-31,4,151856,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,2023-01-01,2023-12-31,6589380.92,DIRETORIA ESTATUTÁRIA,5.0,6328020.92,5.0,4195546.75,266091.01,0.0,587377.01,"O item ""Outros"" é a contribuição ao INSS de responsabilidade da Companhia.",1279006.15,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,5.0,1615055.26,677610.23,1048273.89,5.0,0.0,1279006.15,1279006.15,0.0,0.0,0.0,0.0,0.0,2023,RS,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO
02.357.251/0001-53,2025-12-31,4,151856,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,2024-01-01,2024-12-31,6204961.55,CONSELHO DE ADMINISTRAÇÃO,5.0,252000.0,3.0,0.0,0.0,252000.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3.0,74250.0,64638.0,46200.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,RS,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO
02.357.251/0001-53,2025-12-31,4,151856,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,2024-01-01,2024-12-31,6204961.55,DIRETORIA ESTATUTÁRIA,5.0,5952961.55,5.0,4762423.09,292497.83,0.0,898040.63,"O item ""Outros"" é a contribuição ao INSS de responsabilidade da Companhia.",0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,5.0,1412128.99,972222.54,700287.13,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,RS,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO
02.357.251/0001-53,2025-12-31,4,151856,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,2025-01-01,2025-12-31,7957800.0,DIRETORIA ESTATUTÁRIA,5.0,7957800.0,5.0,5191000.0,318800.0,0.0,898000.0,"O item ""Outros"" é a contribuição ao INSS de responsabilidade da Companhia.",1550000.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,2025,RS,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO
02.365.069/0001-44,2025-12-31,5,152047,PADTEC HOLDING S.A.,2022-01-01,2022-12-31,1947300.0,DIRETORIA ESTATUTÁRIA,5.0,1112100.0,5.0,936700.0,0.0,0.0,175400.0,"refere-se à contribuição patronal do INSS, conforme especificado no Ofício-Circular/ Anual-2022- CVM/SEP",0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"O número de membros da Diretoria Estatutária da Companhia foi calculado em linha com as disposições do Ofício-Circular/ Anual-2022- CVM/SEP. Os diretores não receberão, no exercício de 2022, qualquer benefício pós- emprego pela atuação na Companhia. Os benefícios que compõem a remuneração dos diretores serão suportados exclusivamente pela controlada Padtec S.A. em razão dos cargos nela exercidos.",5.0,426142.44,41374.81,222404.48,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,SP,Telecomunicações,PRIVADO
02.365.069/0001-44,2025-12-31,5,152047,PADTEC HOLDING S.A.,2022-01-01,2022-12-31,1947300.0,CONSELHO DE ADMINISTRAÇÃO,5.0,835200.0,5.0,720000.0,0.0,0.0,115200.0,"refere-se à contribuição patronal do INSS, conforme especificado no Ofício-Circular/ Anual-2022- CVM/SEP",0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,O número de membros do Conselho de Administração da Companhia foi calculado em linha com as disposições do Ofício-Circular/ Anual-2022- CVM/SEP.,5.0,172800.0,144000.0,167040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,SP,Telecomunicações,PRIVADO
02.365.069/0001-44,2025-12-31,5,152047,PADTEC HOLDING S.A.,2023-01-01,2023-12-31,3394610.0,DIRETORIA ESTATUTÁRIA,4.42,2627762.0,4.42,679154.0,0.0,0.0,135831.0,Outros: refere-se à contribuição patronal do INSS.,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1812777.0,"O número de membros da Diretoria Estatutária da Companhia foi calculado em linha com as disposições do Ofício-Circular/Anual-2024-CVM/SEP. Os diretores não receberão, no exercício de 2023, qualquer benefício pós-emprego pela atuação na Companhia. Os benefícios que compõem a remuneração dos diretores serão suportados exclusivamente pela controlada Padtec S.A. em razão dos cargos nela exercidos.",4.42,2202703.0,32987.0,594516.0,1.0,0.0,2895000.0,2895000.0,1812777.0,0.0,0.0,0.0,0.0,2023,SP,Telecomunicações,PRIVADO
02.365.069/0001-44,2025-12-31,5,152047,PADTEC HOLDING S.A.,2023-01-01,2023-12-31,3394610.0,CONSELHO DE ADMINISTRAÇÃO,5.0,766848.0,4.33,666240.0,0.0,0.0,100608.0,"Outros: refere-se à contribuição patronal do INSS, conforme especificado no Ofício-Circular/ Anual-2023- CVM/SEP",0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,O número de membros do Conselho de Administração da Companhia foi calculado em linha com as disposições do Ofício-Circular/Anual-2024- CVM/SEP.,4.33,181440.0,163200.0,153370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,SP,Telecomunicações,PRIVADO
02.365.069/0001-44,2025-12-31,5,152047,PADTEC HOLDING S.A.,2024-01-01,2024-12-31,2254092.58,CONSELHO DE ADMINISTRAÇÃO,5.0,816625.0,4.42,674160.0,0.0,0.0,142465.0,Outros: refere-se à contribuição patronal do INSS.,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,4.42,190800.0,183168.0,184756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024,SP,Telecomunicações,PRIVADO
02.365.069/0001-44,2025-12-31,5,152047,PADTEC HOLDING S.A.,2024-01-01,2024-12-31,2254092.58,DIRETORIA ESTATUTÁRIA,4.0,1437467.58,3.83,666718.82,0.0,0.0,133343.76,Outros: refere-se à contribuição patronal do INSS.,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,637405.0,"Os diretores não receberão, no exercício de 2024, qualquer benefício pós- emprego pela atuação na Companhia. Os benefícios que compõem a remuneração    dos diretores serão suportados exclusivamente pela controlada Padtec S.A. em razão dos cargos nela exercidos. O valor referente à remuneração baseada em ações decorre do VIII Plano de Opção de Compra de Ações aprovado em 28 de abril de 2023. ",3.83,1027331.0,45963.6,375317.91,1.0,0.0,803130.0,803130.0,637405.0,0.0,0.0,0.0,0.0,2024,SP,Telecomunicações,PRIVADO
02.365.069/0001-44,2025-12-31,5,152047,PADTEC HOLDING S.A.,2025-01-01,2025-12-31,1735432.11,CONSELHO DE ADMINISTRAÇÃO,5.0,915840.0,5.0,763200.0,0.0,0.0,152640.0,Outros: refere-se à contribuição patronal do INSS.,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,SP,Telecomunicações,PRIVADO
02.365.069/0001-44,2025-12-31,5,152047,PADTEC HOLDING S.A.,2025-01-01,2025-12-31,1735432.11,DIRETORIA ESTATUTÁRIA,4.0,819592.11,4.0,679491.8,0.0,0.0,140100.31,Outros: refere-se à contribuição patronal do INSS.,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Os diretores não receberão, no exercício de 2025, qualquer benefício pós- emprego pela atuação na Companhia. Os benefícios que compõem a remuneração dos diretores serão suportados exclusivamente pela controlada Padtec S.A. em razão dos cargos nela exercidos.",,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,SP,Telecomunicações,PRIVADO
02.382.073/0001-10,2025-12-31,1,149096,PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO,2025-01-01,2025-12-31,14000000.0,CONSELHO DE ADMINISTRAÇÃO,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,2025,RJ,"Saneamento, Serv. Água e Gás",PRIVADO
02.382.073/0001-10,2025-12-31,1,149096,PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO,2025-01-01,2025-12-31,14000000.0,DIRETORIA ESTATUTÁRIA,3.75,14000000.0,2.75,2919478.6,488100.79,0.0,1626879.61,Encargos,0.0,8965541.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,2025,RJ,"Saneamento, Serv. Água e Gás",PRIVADO
02.382.073/0001-10,2025-12-31,1,149096,PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO,2025-01-01,2025-12-31,14000000.0,CONSELHO FISCAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,2025,RJ,"Saneamento, Serv. Água e Gás",PRIVADO
02.382.073/0001-10,2025-12-31,1,149096,PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO,2022-01-01,2022-12-31,2711413.13,CONSELHO DE ADMINISTRAÇÃO,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"N° de membros do Conselho da  Administração e Nº  remunerados (36/12 meses = 3,0  membros)  N° de membros remunerados (0/12 meses = 0,00  (conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2023)",,,,,,,,,,,,,,2022,RJ,"Saneamento, Serv. Água e Gás",PRIVADO
02.382.073/0001-10,2025-12-31,1,149096,PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO,2022-01-01,2022-12-31,2711413.13,CONSELHO FISCAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,2022,RJ,"Saneamento, Serv. Água e Gás",PRIVADO
02.382.073/0001-10,2025-12-31,1,149096,PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO,2022-01-01,2022-12-31,2711413.13,DIRETORIA ESTATUTÁRIA,3.0,2711413.13,2.0,1064051.97,245972.32,0.0,502082.14,Encargos-Provisões,0.0,749306.7,0.0,150000.0,0.0,Incentivo de Longo Prazo,0.0,0.0,0.0,"Nº de membros da diretoria estatutária (36/12 meses = 3,00 membros)Nº de membros remunerados da diretoria estatutária (24/12 meses = 2,00 membros)(conforme disposto no OFÍCIO CIRCULAR/CVM/SEP/N°01/2023)",,,,,,,,,,,,,,2022,RJ,"Saneamento, Serv. Água e Gás",PRIVADO
02.382.073/0001-10,2025-12-31,1,149096,PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO,2023-01-01,2023-12-31,3137750.52,CONSELHO DE ADMINISTRAÇÃO,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Nº de membros do Conselho da  Administração e Nº  remunerados (36/12 meses = 3,0  membros) N° de membros remunerados  (0/12 meses = 0,00  (conforme disposto no OFÍCIO-CIRCULAR/CVM/SEP/N°01/2023)",,,,,,,,,,,,,,2023,RJ,"Saneamento, Serv. Água e Gás",PRIVADO
02.382.073/0001-10,2025-12-31,1,149096,PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO,2023-01-01,2023-12-31,3137750.52,DIRETORIA ESTATUTÁRIA,3.0,3137750.52,2.0,1242753.82,290336.56,0.0,431483.03,Encargos-Provisões,0.0,1173177.11,0.0,0.0,0.0,,0.0,0.0,0.0,"Nº de membros do Conselho da  Administração e Nº  remunerados (36/12 meses = 3,0  membros)N° de membros remunerados  (24/12 meses = 2,00 (conforme disposto no OFÍCIO-CIRCULAR/CVM/SE P/N°01/2023)",,,,,,,,,,,,,,2023,RJ,"Saneamento, Serv. Água e Gás",PRIVADO
02.382.073/0001-10,2025-12-31,1,149096,PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO,2023-01-01,2023-12-31,3137750.52,CONSELHO FISCAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,2023,RJ,"Saneamento, Serv. Água e Gás",PRIVADO
02.382.073/0001-10,2025-12-31,1,149096,PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO,2024-01-01,2024-12-31,10074752.42,CONSELHO DE ADMINISTRAÇÃO,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,"Nº de membros do Conselho da Administração(36/12 meses =3,00 membros)Nº de membros remunerados (0/12 meses = 0,00 (conforme disposto no OFÍCIO- CIRCULAR/CVM/SEP/N°01/2022)",,,,,,,,,,,,,,2024,RJ,"Saneamento, Serv. Água e Gás",PRIVADO
02.382.073/0001-10,2025-12-31,1,149096,PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO,2024-01-01,2024-12-31,10074752.42,DIRETORIA ESTATUTÁRIA,3.75,10074752.42,2.75,2297764.9,1582112.47,0.0,1188160.49,Encargos-Provisões,0.0,5006714.56,0.0,0.0,0.0,,0.0,0.0,0.0,"Nºde membros da diretoria estatutária (36/12 meses =3,00 membros)Nºde membros remunerados dadiretoria estatutária (24/12 meses =2,00 membros) (conforme disposto no OFÍCIO CIRCULAR/CVM/SEP/N°01/2022)",,,,,,,,,,,,,,2024,RJ,"Saneamento, Serv. Água e Gás",PRIVADO
02.387.241/0001-60,2025-12-31,7,154404,RUMO S.A.,2022-01-01,2022-12-31,49191194.8,CONSELHO FISCAL,5.0,657397.95,4.58,657397.95,0.0,0.0,0.0,"Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de ""benefício de qualquer natureza"" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR /CVM/SEP/ N°01/2021",0.0,0.0,0.0,0.0,0.0,"Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de ""benefício de qualquer natureza"" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR /CVM/SEP/ N°01/2021",0.0,0.0,0.0,O número de membros foi apurado da forma especificada no Ofício- Circular CVM/SEP/Nº01/2021,4.58,143432.28,143432.28,143432.28,4.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,PR,Serviços Transporte e Logística,PRIVADO HOLDING
02.387.241/0001-60,2025-12-31,7,154404,RUMO S.A.,2022-01-01,2022-12-31,49191194.8,CONSELHO FISCAL,5.0,657397.95,4.58,657397.95,0.0,0.0,0.0,"Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de ""benefício de qualquer natureza"" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR /CVM/SEP/ N°01/2021",0.0,0.0,0.0,0.0,0.0,"Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de ""benefício de qualquer natureza"" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR /CVM/SEP/ N°01/2021",0.0,0.0,0.0,O número de membros foi apurado da forma especificada no Ofício- Circular CVM/SEP/Nº01/2021,4.58,143432.28,143432.28,143432.28,4.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,PR,Serviços Transporte e Logística,PRIVADO HOLDING
02.387.241/0001-60,2025-12-31,7,154404,RUMO S.A.,2022-01-01,2022-12-31,49191194.8,DIRETORIA ESTATUTÁRIA,6.0,36965975.85,4.83,6744553.99,275584.03,0.0,0.0,"Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de ""benefício de qualquer natureza"" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR /CVM/SEP/ N°01/2021",6852791.98,10006608.28,0.0,0.0,0.0,"Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de ""benefício de qualquer natureza"" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR /CVM/SEP/ N°01/2021* Parte deste número foi decorrente da outorga de ações vested, na remuneração de curto prazo, com base no Programa Especial 2022.",540557.55,0.0,12545880.02,O número de membros foi apurado da forma especificada no Ofício- Circular CVM/SEP/Nº01/2021,4.83,20574438.2,3320148.35,7648132.93,4.83,0.0,3691062.67,3127375.12,6852791.98,0.0,13763853.82,6117268.37,10006608.28,2022,PR,Serviços Transporte e Logística,PRIVADO HOLDING
02.387.241/0001-60,2025-12-31,7,154404,RUMO S.A.,2022-01-01,2022-12-31,49191194.8,DIRETORIA ESTATUTÁRIA,6.0,36965975.85,4.83,6744553.99,275584.03,0.0,0.0,"Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de ""benefício de qualquer natureza"" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR /CVM/SEP/ N°01/2021",6852791.98,10006608.28,0.0,0.0,0.0,"Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de ""benefício de qualquer natureza"" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR /CVM/SEP/ N°01/2021* Parte deste número foi decorrente da outorga de ações vested, na remuneração de curto prazo, com base no Programa Especial 2022.",540557.55,0.0,12545880.02,O número de membros foi apurado da forma especificada no Ofício- Circular CVM/SEP/Nº01/2021,4.83,20574438.2,3320148.35,7648132.93,4.83,0.0,3691062.67,3127375.12,6852791.98,0.0,13763853.82,6117268.37,10006608.28,2022,PR,Serviços Transporte e Logística,PRIVADO HOLDING
02.387.241/0001-60,2025-12-31,7,154404,RUMO S.A.,2022-01-01,2022-12-31,49191194.8,CONSELHO DE ADMINISTRAÇÃO,10.0,11567821.0,9.0,11551734.69,0.0,0.0,0.0,"Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de ""benefício de qualquer natureza"" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR /CVM/SEP/ N°01/2021",0.0,0.0,0.0,0.0,0.0,"Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de ""benefício de qualquer natureza"" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR /CVM/SEP/ N°01/2021",16086.31,0.0,0.0,O número de membros foi apurado da forma especificada no Ofício- Circular CVM/SEP/Nº01/2021,9.0,5864000.0,234000.0,1285313.44,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,PR,Serviços Transporte e Logística,PRIVADO HOLDING
02.387.241/0001-60,2025-12-31,7,154404,RUMO S.A.,2022-01-01,2022-12-31,49191194.8,CONSELHO DE ADMINISTRAÇÃO,10.0,11567821.0,9.0,11551734.69,0.0,0.0,0.0,"Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de ""benefício de qualquer natureza"" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR /CVM/SEP/ N°01/2021",0.0,0.0,0.0,0.0,0.0,"Conforme Processo CVM nº 19957.007457/2018-109, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de ""benefício de qualquer natureza"" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR /CVM/SEP/ N°01/2021",16086.31,0.0,0.0,O número de membros foi apurado da forma especificada no Ofício- Circular CVM/SEP/Nº01/2021,9.0,5864000.0,234000.0,1285313.44,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,PR,Serviços Transporte e Logística,PRIVADO HOLDING
02.387.241/0001-60,2025-12-31,7,154404,RUMO S.A.,2023-01-01,2023-12-31,50000933.96,CONSELHO FISCAL,5.0,752000.0,4.66,752000.0,0.0,0.0,0.0,"Conforme Processo CVM nº 19957.007457/2018-10, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de ""benefício de qualquer natureza"" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2023-CVM/SEP.",0.0,0.0,0.0,0.0,0.0,"Conforme Processo CVM nº 19957.007457/2018-10, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de ""benefício de qualquer natureza"" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2023-CVM/SEP.",0.0,0.0,0.0,O número de membros foi apurado da forma especificada no OFÍCIO CIRCULAR/ANUAL-2023-CVM/SEP.,4.66,180000.0,156000.0,161373.39,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,PR,Serviços Transporte e Logística,PRIVADO HOLDING
02.387.241/0001-60,2025-12-31,7,154404,RUMO S.A.,2023-01-01,2023-12-31,50000933.96,CONSELHO FISCAL,5.0,752000.0,4.66,752000.0,0.0,0.0,0.0,"Conforme Processo CVM nº 19957.007457/2018-10, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de ""benefício de qualquer natureza"" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2023-CVM/SEP.",0.0,0.0,0.0,0.0,0.0,"Conforme Processo CVM nº 19957.007457/2018-10, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de ""benefício de qualquer natureza"" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2023-CVM/SEP.",0.0,0.0,0.0,O número de membros foi apurado da forma especificada no OFÍCIO CIRCULAR/ANUAL-2023-CVM/SEP.,4.66,180000.0,156000.0,161373.39,4.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,PR,Serviços Transporte e Logística,PRIVADO HOLDING
02.387.241/0001-60,2025-12-31,7,154404,RUMO S.A.,2023-01-01,2023-12-31,50000933.96,DIRETORIA ESTATUTÁRIA,5.0,43182991.11,5.0,7419947.32,724766.88,0.0,0.0,"Conforme Processo CVM nº 19957.007457/2018-10, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de ""benefício de qualquer natureza"" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2023-CVM/SEP.",2918662.08,14988543.15,0.0,0.0,0.0,"Conforme Processo CVM nº 19957.007457/2018-10, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de ""benefício de qualquer natureza"" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2023-CVM/SEP.",0.0,0.0,17131071.68,O número de membros foi apurado da forma especificada no OFÍCIO CIRCULAR/ANUAL-2023-CVM/SEP.,5.0,23258287.67,3711549.8,8636598.22,5.0,0.0,2999990.66,2416660.44,2918662.08,0.0,14766691.54,6562974.02,14988543.15,2023,PR,Serviços Transporte e Logística,PRIVADO HOLDING
02.387.241/0001-60,2025-12-31,7,154404,RUMO S.A.,2023-01-01,2023-12-31,50000933.96,DIRETORIA ESTATUTÁRIA,5.0,43182991.11,5.0,7419947.32,724766.88,0.0,0.0,"Conforme Processo CVM nº 19957.007457/2018-10, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de ""benefício de qualquer natureza"" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2023-CVM/SEP.",2918662.08,14988543.15,0.0,0.0,0.0,"Conforme Processo CVM nº 19957.007457/2018-10, o encargos sociais de ônus do empregador não estão abrangidos pelo conceito de ""benefício de qualquer natureza"" de que trata o artigo 152 da Lei nº 6.404/76, conforme especificado no OFÍCIO CIRCULAR/ANUAL-2023-CVM/SEP.",0.0,0.0,17131071.68,O número de membros foi apurado da forma especificada no OFÍCIO CIRCULAR/ANUAL-2023-CVM/SEP.,5.0,23258287.67,3711549.8,8636598.22,5.0,0.0,2999990.66,2416660.44,2918662.08,0.0,14766691.54,6562974.02,14988543.15,2023,PR,Serviços Transporte e Logística,PRIVADO HOLDING
